handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,packageLength,packageWidth,packageHeight,packageUnit,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
Product_ad0e156b-0075-4257-b374-9ab1e14e4e33,PRODUCT,Fiber Base - Milky White,true,"<p><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">Contenance disponible :</span><span style=""color: rgba(74, 74, 74, 0.75)""> 15 ml.</span></p><p><span style=""color: rgba(74, 74, 74, 0.75)"">La base gel </span><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">professionnelle Purple Professional Fiber Base Milky White</span><span style=""color: rgba(74, 74, 74, 0.75)""> est un gel de base renforcé de fibres, d'une douce teinte blanc laiteux, conçu pour allier </span><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">résistance, souplesse et élégance naturelle.</span><span style=""color: rgba(74, 74, 74, 0.75)""> Enrichi en </span><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">fibre de verre, vitamine E et calcium</span><span style=""color: rgba(74, 74, 74, 0.75)""> , il offre un renforcement supplémentaire aux ongles fragiles ou cassants tout en assurant une adhérence et une tenue parfaites.</span></p><p><span style=""color: rgba(74, 74, 74, 0.75)"">Sa texture auto-nivelante comble les stries, lisse la surface et crée une base impeccable pour </span><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">le vernis semi-permanent, le gel de construction, l'acrylique ou les systèmes hybrides.</span><span style=""color: rgba(74, 74, 74, 0.75)""> Sa douce teinte blanc laiteux offre un rendu net et sophistiqué, idéal pour </span><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">les manucures baby boomer, les french manucures, les recouvrements ou les extensions courtes jusqu'à 2-3 mm</span><span style=""color: rgba(74, 74, 74, 0.75)""> réalisées avec des chablons.</span></p>",purple;fiber-base,purple,,,,,12.75,,,,,,8.9,3,false,,,,5600920738356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ad0e156b-0075-4257-b374-9ab1e14e4e33,MEDIA,,,,,,5bdc9f_91f607f7ef6f4e16b0981dcba0bed1ac~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_ad0e156b-0075-4257-b374-9ab1e14e4e33,MEDIA,,,,,,5bdc9f_82ac89ea6c104e43baccdb928beef21e~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1c40eb7f-53c4-40c0-bd11-14219af5f777,PRODUCT,Elastic Base - Pink Bloom,true,"<p><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">Contenance disponible :</span><span style=""color: rgba(74, 74, 74, 0.75)"">&nbsp;15 ml.</span></p><p><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">Purple Professional </span><span style=""color: rgba(74, 74, 74, 0.75)"">Elastic Base Pink Bloom est une base élastique professionnelle à haute viscosité dans une teinte rose douce, idéale pour renforcer, lisser et préparer l'ongle naturel.</span></p><p><span style=""color: rgba(74, 74, 74, 0.75)"">Sa formule élastique offre une excellente adhérence, comble les crêtes et les imperfections, et s'adapte au mouvement naturel de l'ongle, aidant à réduire le soulèvement, la fissuration et la casse. Convient comme base pour les systèmes de vernis gel, BIB, AIB, gel et acrygel. Il permet également des extensions légères de 2 à 3 mm en utilisant des formes d'ongles.</span></p>",purple;elastic-base,purple,,,,,12.75,,,,,,8.47,OUT_OF_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1c40eb7f-53c4-40c0-bd11-14219af5f777,MEDIA,,,,,,5bdc9f_af51c82366b840bb9ae32401fcb13ca8~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_1c40eb7f-53c4-40c0-bd11-14219af5f777,MEDIA,,,,,,5bdc9f_8462eb5dc60a4e07bafe4a15c929a8c0~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_97f3823c-3ea5-4e93-967d-86f6e0811db2,PRODUCT,Elastic Base - Soft Latte,true,"<p><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">Contenance disponible :</span><span style=""color: rgba(74, 74, 74, 0.75)"">&nbsp;15 ml.</span></p><p><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">Purple Professional </span><span style=""color: rgba(74, 74, 74, 0.75)"">Elastic Base Soft Latte est une base élastique professionnelle à haute viscosité dans une teinte latte nude douce, parfaite pour renforcer, lisser et améliorer l'ongle naturel avec une finition chaleureuse et élégante.</span></p><p><span style=""color: rgba(74, 74, 74, 0.75)"">Sa formule élastique autonivelante assure une forte adhérence et une forte flexibilité, s'adaptant à l'ongle naturel pour aider à prévenir le soulèvement, la fissuration et la casse. Idéal comme base pour le vernis gel, le gel de construction, l'acrylgel et les systèmes hybrides. Il permet également des extensions légères de 2 à 3 mm en utilisant des formes d'ongles, ce qui le rend idéal pour le renforcement et les manucures naturelles.</span></p>",purple;elastic-base,purple,,,,,12.75,,,,,,8.47,OUT_OF_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_97f3823c-3ea5-4e93-967d-86f6e0811db2,MEDIA,,,,,,5bdc9f_b5a8dc7422a544dd8194e73a40577901~mv2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_97f3823c-3ea5-4e93-967d-86f6e0811db2,MEDIA,,,,,,5bdc9f_f7832ca9a67d4af4b4f5dcbe69d0b40b~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_20f922bc-e39b-4e04-843c-199224fbad63,PRODUCT,Elastic Base - Milky White,true,"<p><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">Contenance disponible :</span><span style=""color: rgba(74, 74, 74, 0.75)"">&nbsp;15 ml.</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgba(74, 74, 74, 0.75)"">La base élastique Purple Professional Blanc Lait est un gel de base haute viscosité, d'une teinte blanc laiteux, conçu pour une adhérence et une flexibilité optimales sur les ongles naturels. Sa formule s'adapte aux mouvements de l'ongle, prévenant ainsi le décollement, les fissures et la casse. Elle lisse les stries et les imperfections pour créer une surface impeccable, idéale comme base pour les vernis semi-permanents, les gels de construction, l'acrylique ou les systèmes hybrides. Elle permet également de réaliser des extensions légères de </span><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">2 à 3 mm</span><span style=""background-color: rgb(255, 255, 255); color: rgba(74, 74, 74, 0.75)""> avec des chablons.</span></p>",purple;elastic-base,,,,,,12.75,,,,,,8.47,3,false,,,,5600920723116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_20f922bc-e39b-4e04-843c-199224fbad63,MEDIA,,,,,,5bdc9f_0f6816dcc62d41948a802271da88f6a0~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_20f922bc-e39b-4e04-843c-199224fbad63,MEDIA,,,,,,5bdc9f_1cb1892f47a046d0b8901dcfb64d3aff~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_29d67b44-f1d6-4688-8cdd-8200b5642ec1,PRODUCT,Elastic Base - Cover Beige,true,"<p><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">Contenance disponible :</span><span style=""color: rgba(74, 74, 74, 0.75)"">&nbsp;15 ml.</span></p><p><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">La base élastique professionnelle Purple Professional Beige</span><span style=""color: rgba(74, 74, 74, 0.75)""> est une base élastique haute viscosité de couleur beige doux qui allie flexibilité, résistance et adhérence parfaite. Sa texture auto-nivelante lisse la surface de l'ongle et comble les imperfections, créant ainsi une base impeccable pour </span><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">les vernis semi-permanents, les gels de construction, l'acrylique ou les systèmes hybrides.</span></p><p><span style=""color: rgba(74, 74, 74, 0.75)"">Cette teinte beige naturelle offre une couvrance légère qui camoufle les imperfections des ongles tout en préservant un aspect naturel. Elle est idéale pour les manucures neutres, les bases nude ou comme base fortifiante. Sa formule permet </span><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">des extensions de 2 à 3 mm</span><span style=""color: rgba(74, 74, 74, 0.75)"">grâce à l'utilisation de chablons, ce qui la rend parfaite pour les professionnels comme pour les particuliers.</span></p>",purple;elastic-base,,,,,,12.75,,,,,,8.47,OUT_OF_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_29d67b44-f1d6-4688-8cdd-8200b5642ec1,MEDIA,,,,,,5bdc9f_d161c471dad642cea6b9093215d3e194~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_29d67b44-f1d6-4688-8cdd-8200b5642ec1,MEDIA,,,,,,5bdc9f_a3d103c7531c465aa9e0542e6a5d0c07~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_435af470-3e91-4bea-b545-4026e333a955,PRODUCT,Elastic Base - Milky Pink,true,"<p><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">Contenance disponible :</span><span style=""color: rgba(74, 74, 74, 0.75)"">&nbsp;15 ml.</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgba(74, 74, 74, 0.75)"">La base élastique professionnelle Purple rose laiteux est un gel de base flexible à haute viscosité, d'une douce teinte rose laiteux. Elle offre une excellente adhérence et une grande flexibilité aux ongles naturels, contribuant à prévenir les décollements, les fissures et la casse. Elle comble les stries et crée une surface lisse, idéale pour les recouvrements (vernis semi-permanent, gel de construction, acrylique ou systèmes hybrides). Utilisée avec des chablons, elle permet des extensions légères jusqu'à </span><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">2-3 mm</span><span style=""background-color: rgb(255, 255, 255); color: rgba(74, 74, 74, 0.75)""> , ce qui en fait une excellente option pour renforcer les ongles et les allonger subtilement.</span></p>",purple;elastic-base,,,,,,12.75,,,,,,8.9,0,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_435af470-3e91-4bea-b545-4026e333a955,MEDIA,,,,,,5bdc9f_ff58ccccd7174f7c85fef50ebd5a45a5~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_435af470-3e91-4bea-b545-4026e333a955,MEDIA,,,,,,5bdc9f_1709a587ec4446999f696d75a6dd3ea6~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e00d9152-345d-4b02-9921-542f868d111b,PRODUCT,Elastic Base - Clear,true,"<p><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">Contenance disponible :</span><span style=""color: rgba(74, 74, 74, 0.75)"">&nbsp;15 ml.</span></p><p><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">La base élastique transparente Purple Professional</span><span style=""background-color: rgb(255, 255, 255); color: rgba(74, 74, 74, 0.75)""> est une base élastique de qualité professionnelle à haute viscosité, dotée d'une formule transparente qui offre une forte adhérence et une grande flexibilité aux ongles naturels. Son élasticité lui permet de suivre les mouvements de l'ongle naturel, contribuant ainsi à prévenir le décollement, les fissures et les cassures.</span></p><p><span style=""background-color: rgb(255, 255, 255); color: rgba(74, 74, 74, 0.75)"">Cette base comble les stries et lisse les imperfections, créant une surface impeccable idéale pour les superpositions telles que le vernis semi-permanent, le gel de construction, l'acrylique ou les systèmes hybrides. Elle permet également de réaliser de légères extensions de </span><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">2 à 3 mm</span><span style=""background-color: rgb(255, 255, 255); color: rgba(74, 74, 74, 0.75)""> avec des chablons, ce qui en fait un outil indispensable aussi bien pour les salons que pour les particuliers.</span></p>",purple;elastic-base,,,,,,11.4,,,,,,6.95,3,false,,,,5600920745200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e00d9152-345d-4b02-9921-542f868d111b,MEDIA,,,,,,5bdc9f_fa61a799136f411bb7baaa9fd734c21c~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_e00d9152-345d-4b02-9921-542f868d111b,MEDIA,,,,,,5bdc9f_b8a4ffbfad2c4feb85f68a37394400b6~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_84db3e0f-b57b-4b06-b82a-25e24e1d938e,PRODUCT,Elastic Base - Nude,true,"<p><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">Contenance disponible :</span><span style=""color: rgba(74, 74, 74, 0.75)"">&nbsp;15 ml.</span></p><p><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">La base élastique professionnelle Purple Professional Elastic Base Nude</span><span style=""color: rgba(74, 74, 74, 0.75)""> est une base élastique haute viscosité de teinte nude naturelle, conçue pour offrir résistance, flexibilité et une adhérence parfaite. Sa formule auto-nivelante s'adapte aux mouvements naturels de l'ongle, prévenant ainsi le décollement, les fissures et la casse, tout en offrant une surface lisse et uniforme, idéale pour les recouvrements et les looks naturels.</span></p><p><span style=""color: rgba(74, 74, 74, 0.75)"">La </span><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">base Elastic Base Nude</span><span style=""color: rgba(74, 74, 74, 0.75)""> comble les stries et corrige les imperfections des ongles, créant ainsi une base impeccable pour </span><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">le vernis gel, le gel de construction, l'acrylique ou les systèmes hybrides</span><span style=""color: rgba(74, 74, 74, 0.75)""> . Elle permet également la pose d'extensions </span><span style=""font-weight: 700; color: rgba(74, 74, 74, 0.75)"">de 2 à 3 mm</span><span style=""color: rgba(74, 74, 74, 0.75)""> à l'aide de chablons, ce qui la rend idéale pour renforcer les ongles naturels ou créer une longueur subtile.</span></p>",purple;elastic-base,,,,,,12.75,,,,,,8.9,3,false,,,,5600920734907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_84db3e0f-b57b-4b06-b82a-25e24e1d938e,MEDIA,,,,,,5bdc9f_e340737f18d14658b957f0679a2169d1~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_84db3e0f-b57b-4b06-b82a-25e24e1d938e,MEDIA,,,,,,5bdc9f_32c469556d234f20982fd2c41958938e~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5e374518-a7a1-4f35-905b-49bc61d6911a,PRODUCT,Pierre roulée - Amazonite du Brésil,true,"<p><span style=""color: rgb(0, 0, 0)"">Avec ses magnifiques nuances de bleu et de vert, l'amazonite multicolore est une pierre associée à l'apaisement, à l'harmonie émotionnelle et à la communication. Douce et réconfortante, elle invite à retrouver la sérénité, à exprimer ses émotions avec sincérité et à cultiver la paix intérieure.</span></p><p><span style=""color: rgb(0, 0, 0)"">Chaque pierre est unique : ses couleurs, ses motifs et ses reflets naturels peuvent varier d'un exemplaire à l'autre.</span></p><p><span style=""font-weight: 700"">Bienfaits émotionnels et psychologiques</span></p><ul><li><p><span style=""color: rgb(0, 0, 0)"">Aide à apaiser le stress, les peurs et les pensées négatives.</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Favorise une communication sincère et l'écoute des autres.</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Encourage la compassion, la tendresse et l'équilibre émotionnel.</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Aide à dissiper les frustrations et à retrouver une sensation de calme.</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Traditionnellement utilisée comme bouclier symbolique contre les énergies négatives.</span></p></li></ul><p><span style=""font-weight: 700"">Bienfaits physiques traditionnellement associés</span></p><ul><li><p><span style=""color: rgb(0, 0, 0)"">Favorise la détente musculaire, notamment au niveau de la nuque et du dos.</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Soutient le bien-être général de l'organisme.</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Contribue à retrouver une sensation d'énergie et d'équilibre.</span></p></li></ul><p><span style=""font-weight: 700"">Entretien de la pierre</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Purification :</span><span style=""color: rgb(0, 0, 0)""> plongez-la dans de l'eau claire (sans sel) ou déposez-la sur la terre pendant quelques heures.</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Rechargement :</span><span style=""color: rgb(0, 0, 0)""> privilégiez la lumière douce de la lune ou un amas de quartz. Évitez une exposition prolongée au soleil, qui pourrait altérer ses couleurs.</span></p><p><span style=""font-weight: 700"">Caractéristiques</span></p><ul><li><p><span style=""color: rgb(0, 0, 0)"">Pierre : Amazonite multicolore</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Origine : Brésil</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Qualité : AB (standard)</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Couleurs : bleu et vert</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Dimensions : entre 20 et 30 mm (peuvent varier de 17 à 33 mm)</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Pierre naturelle, chaque exemplaire est unique</span></p></li></ul><p><em><span style=""color: rgb(0, 0, 0)"">Les propriétés attribuées aux pierres en lithothérapie sont issues de traditions et de croyances populaires. Elles ne remplacent en aucun cas un avis médical ou un traitement prescrit par un professionnel de santé.</span></em></p>",ésotérique;pierres-roulées,ésotérique,,,,,3.5,,,,,,0.54,11,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_5e374518-a7a1-4f35-905b-49bc61d6911a,MEDIA,,,,,,5bdc9f_c43eb9726c5848f494cc381a285f85f8~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fcaa0641-640a-45f9-b482-052ba21406be,PRODUCT,Pierre roulée - Cristal de Roche,true,"<p><span style=""color: rgb(0, 0, 0)"">Transparent et lumineux, le cristal de roche est une pierre traditionnellement associée à la clarté d'esprit, à l'harmonie et à l'équilibre énergétique. Apprécié pour sa pureté, il est souvent utilisé pour accompagner la méditation, favoriser la concentration et apporter une sensation d'apaisement au quotidien.</span></p><p><span style=""color: rgb(0, 0, 0)"">Chaque pierre est unique : ses reflets, sa transparence et ses inclusions naturelles peuvent varier d'un exemplaire à l'autre.</span></p><p><span style=""font-weight: 700"">Bienfaits émotionnels et psychologiques</span></p><ul><li><p><span style=""color: rgb(0, 0, 0)"">Favorise la clarté mentale et la concentration.</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Aide à apaiser le stress et les pensées envahissantes.</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Accompagne les moments de méditation et de relaxation.</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Encourage l'intuition et la sérénité intérieure.</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Traditionnellement utilisé pour harmoniser les énergies.</span></p></li></ul><p><span style=""font-weight: 700"">Bienfaits physiques et énergétiques traditionnellement associés</span></p><ul><li><p><span style=""color: rgb(0, 0, 0)"">Contribue à stimuler la vitalité et l'énergie générale.</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Traditionnellement considéré comme une pierre amplificatrice des autres minéraux.</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Aide à purifier l'environnement et à rétablir l'équilibre énergétique.</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Favorise une sensation de bien-être global.</span></p></li></ul><p><span style=""font-weight: 700"">Entretien de la pierre</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Purification :</span><span style=""color: rgb(0, 0, 0)""> passez la pierre sous l'eau claire ou purifiez-la à l'aide de fumigation.</span></p><p><span style=""font-weight: 700; color: rgb(0, 0, 0)"">Rechargement :</span><span style=""color: rgb(0, 0, 0)""> exposez-la à la lumière du soleil matinal, à la lumière de la lune ou déposez-la sur un amas de quartz.</span></p><p><span style=""font-weight: 700"">Caractéristiques</span></p><ul><li><p><span style=""color: rgb(0, 0, 0)"">Pierre : Cristal de roche</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Origine : Brésil</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Qualité : A (bonne qualité)</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Couleur : blanc à transparent</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Dimensions : entre 20 et 30 mm (la taille peut varier de 17 à 33 mm)</span></p></li><li><p><span style=""color: rgb(0, 0, 0)"">Pierre naturelle, chaque exemplaire est unique</span></p></li></ul><p><em><span style=""color: rgb(0, 0, 0)"">Les propriétés attribuées aux pierres en lithothérapie sont issues de traditions et de croyances populaires. Elles ne remplacent en aucun cas un avis médical ou un traitement prescrit par un professionnel de santé.</span></em></p>",ésotérique;pierres-roulées,ésotérique,,,,,5,,,,,,0.72,9,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_fcaa0641-640a-45f9-b482-052ba21406be,MEDIA,,,,,,5bdc9f_d631d2c364fc4163bc2c34141dcebefe~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
